0.9,1,0.62
0.95,0.99,0.55
1,0.93,0.69
1.05,0.91,0.61
1.1,0.87,0.56
1.15,0.83,0.56
1.2,0.79,0.5
1.25,0.77,0.5
1.3,0.77,0.5
1.35,0.75,0.5
1.4,0.76,0.5
1.45,0.74,0.5
1.5,0.68,0.5
