0.9,1,0.62,1
0.95,0.99,0.62,1
1,0.93,0.62,0.99
1.05,0.91,0.61,0.95
1.1,0.87,0.56,0.92
1.15,0.83,0.56,0.9
1.2,0.79,0.56,0.88
1.25,0.77,0.57,0.86
1.3,0.77,0.54,0.85
1.35,0.75,0.5,0.84
1.4,0.76,0.49,0.81
1.45,0.74,0.49,0.8
1.5,0.68,0.51,0.79
