0.9,0,0,0
0.95,0,0,0
1,0,0,0
1.05,0.2,0,0
1.1,1,0,0
1.15,2,0,0
1.2,2.6,0,0
1.25,4.3,0,0
1.3,5.2,0,0
1.35,5.43,0,0
1.4,8.4,0,0
1.45,8.7,0,0
1.5,8.8,0,0
